"","date_time","yyyy","mm","day","HH_CET","MM","zm","d","z0","u_mean","L","sigma_v","u_star","wind_dir","co2_flux","qc_co2_flux"
"500","2022-11-13 20:30:00",2022,11,11,9,30,2.41,0.198,0.09,2.53652,258.69,0.513866,0.318757,215.04,0.17302,1
"501","2022-11-13 21:00:00",2022,11,11,10,0,2.41,0.198,0.09,3.10578,-5073.86,0.658445,0.375043,214.057,-0.947272,1
"502","2022-11-13 21:30:00",2022,11,11,10,30,2.41,0.198,0.09,3.10494,-394.05,0.739191,0.322771,218.126,-0.576512,0
"503","2022-11-13 22:00:00",2022,11,11,11,0,2.41,0.198,0.09,3.33244,-138.178,0.865992,0.362549,223.819,-0.980511,0
"504","2022-11-13 22:30:00",2022,11,11,11,30,2.41,0.198,0.09,3.20842,-61.5414,0.798012,0.349343,223.856,-1.61085,0
"505","2022-11-13 23:00:00",2022,11,11,12,0,2.41,0.198,0.09,3.30325,-41.5899,0.92658,0.363511,221.325,-2.26284,1
"506","2022-11-13 23:30:00",2022,11,11,12,30,2.41,0.198,0.09,2.9943,-47.8075,0.822268,0.381044,216.523,-2.23519,0
"507","2022-11-14 00:00:00",2022,11,11,13,0,2.41,0.198,0.09,2.77589,-38.5493,0.699489,0.357099,212.939,-2.27502,0
"508","2022-11-14 00:30:00",2022,11,11,13,30,2.41,0.198,0.09,3.14649,-50.7047,0.989392,0.363981,224.224,-1.57517,0
"509","2022-11-14 01:00:00",2022,11,11,14,0,2.41,0.198,0.09,2.71315,-34.8492,0.694772,0.312181,226.359,-1.12861,0
"510","2022-11-14 01:30:00",2022,11,11,14,30,2.41,0.198,0.09,2.8009,-67.4876,0.590955,0.329552,227.371,-0.849814,0
"511","2022-11-14 02:00:00",2022,11,11,15,0,2.41,0.198,0.09,2.54268,-141.596,0.53988,0.32387,225.155,-0.948898,0
"512","2022-11-14 02:30:00",2022,11,11,15,30,2.41,0.198,0.09,1.95179,-1360.22,0.272518,0.241519,220.989,-0.119144,0
"513","2022-11-14 04:00:00",2022,11,11,16,0,2.41,0.198,0.09,1.67479,17.7182,0.191849,0.181461,219.949,0.623006,0
"514","2022-11-14 04:30:00",2022,11,11,16,30,2.41,0.198,0.09,1.10119,2.87885,0.0618106,NA,210.851,0.74804,0
"515","2022-11-14 09:30:00",2022,11,11,17,0,2.41,0.198,0.09,1.30344,6.9321,0.115761,0.139545,183.898,3.39546,0
"516","2022-11-14 10:00:00",2022,11,11,17,30,2.41,0.198,0.09,1.44777,9.0245,0.0915974,0.147349,176.977,2.44225,0
"517","2022-11-14 11:30:00",2022,11,11,18,0,2.41,0.198,0.09,1.30428,8.61067,0.0815533,0.142506,194.856,2.71998,0
"518","2022-11-14 12:00:00",2022,11,11,18,30,2.41,0.198,0.09,1.35571,6.50159,0.087957,0.139529,197.162,3.02005,1
"519","2022-11-14 12:30:00",2022,11,11,19,0,2.41,0.198,0.09,1.31815,6.40038,0.110037,0.134241,183.561,2.81036,1
"520","2022-11-14 13:00:00",2022,11,11,19,30,2.41,0.198,0.09,1.25369,6.14564,0.0817369,0.119308,189.105,1.4802,0
"521","2022-11-14 14:30:00",2022,11,11,20,0,2.41,0.198,0.09,1.18277,4.97032,0.110842,0.11323,190.199,2.17738,0
"522","2022-11-14 15:00:00",2022,11,11,20,30,2.41,0.198,0.09,0.775539,3.06277,0.039691,NA,191.49,0.14658,1
"523","2022-11-14 15:30:00",2022,11,11,21,0,2.41,0.198,0.09,0.685837,1.47628,0.0418988,NA,183.866,1.38749,0
"524","2022-11-14 16:00:00",2022,11,11,21,30,2.41,0.198,0.09,0.882154,2.60675,0.0334651,NA,170.385,1.82285,1
"525","2022-11-14 16:30:00",2022,11,11,22,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,3.71909,2
"526","2022-11-14 17:00:00",2022,11,11,22,30,2.41,0.198,0.09,0.479126,0.198115,0.0287372,NA,133.7,-2.64826,1
"527","2022-11-14 18:00:00",2022,11,11,23,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.104242,2
"528","2022-11-14 19:00:00",2022,11,11,23,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,-0.102317,2
"529","2022-11-14 19:30:00",2022,11,12,0,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.0235029,2
"530","2022-11-14 20:00:00",2022,11,12,0,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,-0.0206835,2
"531","2022-11-14 20:30:00",2022,11,12,1,0,2.41,0.198,0.09,0.742563,1.2131,0.0181713,NA,167.714,-1.24893,1
"532","2022-11-14 21:00:00",2022,11,12,1,30,2.41,0.198,0.09,0.171776,4.13029,0.0360988,0.110204,296.612,14.8346,1
"533","2022-11-14 21:30:00",2022,11,12,2,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.0140308,2
"534","2022-11-14 22:00:00",2022,11,12,2,30,2.41,0.198,0.09,0.296579,-0.736567,0.0697982,NA,175.597,-0.302932,1
"535","2022-11-14 22:30:00",2022,11,12,3,0,2.41,0.198,0.09,0.405466,0.120097,0.0468433,NA,189.194,-2.3908,1
"536","2022-11-14 23:00:00",2022,11,12,3,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,-1.5469,2
"537","2022-11-14 23:30:00",2022,11,12,4,0,2.41,0.198,0.09,0.310273,-0.308432,0.0148659,NA,149.566,-0.616828,1
"538","2022-11-15 00:00:00",2022,11,12,4,30,2.41,0.198,0.09,0.149913,1.11816,0.0241053,NA,152.538,-0.599782,0
"539","2022-11-15 00:30:00",2022,11,12,5,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.260037,2
"540","2022-11-15 01:00:00",2022,11,12,5,30,2.41,0.198,0.09,0.165786,0.147921,0.032084,NA,259.284,5.47459,0
"541","2022-11-15 01:30:00",2022,11,12,6,0,2.41,0.198,0.09,0.499297,-4.3453,0.0201502,NA,199.478,-2.0355,1
"542","2022-11-15 02:00:00",2022,11,12,6,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.923369,2
"543","2022-11-15 02:30:00",2022,11,12,7,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.071801,2
"544","2022-11-15 03:00:00",2022,11,12,7,30,2.41,0.198,0.09,0.284247,7.00732,0.0260287,NA,111.535,6.24094,1
"545","2022-11-15 03:30:00",2022,11,12,8,0,2.41,0.198,0.09,0.19006,3.09335,0.0683447,NA,351.684,-0.354933,1
"546","2022-11-15 04:00:00",2022,11,12,8,30,2.41,0.198,0.09,0.1998,-0.196329,0.0773485,NA,179.47,-0.213794,1
"547","2022-11-15 04:30:00",2022,11,12,9,0,2.41,0.198,0.09,0.169264,-90.0509,0.044468,NA,287.245,1.77705,1
"548","2022-11-15 05:00:00",2022,11,12,9,30,2.41,0.198,0.09,0.238026,1.2867,0.0415765,NA,315.273,12.4907,1
"549","2022-11-15 05:30:00",2022,11,12,10,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,-0.555903,2
"550","2022-11-15 06:00:00",2022,11,12,10,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,-1.33813,2
"551","2022-11-15 06:30:00",2022,11,12,11,0,2.41,0.198,0.09,1.27734,-8.60051,0.23954,0.177301,174.445,-3.49558,1
"552","2022-11-15 07:00:00",2022,11,12,11,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.316662,2
"553","2022-11-15 07:30:00",2022,11,12,12,0,2.41,0.198,0.09,1.43392,-5.71783,0.339675,0.17225,165.391,-1.2809,0
"554","2022-11-15 08:00:00",2022,11,12,12,30,2.41,0.198,0.09,0.933771,-4.18151,0.275343,0.149906,209.549,-2.1156,0
"555","2022-11-15 08:30:00",2022,11,12,13,0,2.41,0.198,0.09,1.14152,-6.68556,0.33115,0.173409,172.292,-1.67699,0
"556","2022-11-15 09:00:00",2022,11,12,13,30,2.41,0.198,0.09,1.01452,-9.39802,0.228929,0.168473,163.789,-2.01875,0
"557","2022-11-15 09:30:00",2022,11,12,14,0,2.41,0.198,0.09,0.927037,-5.43021,0.176997,0.141839,148.783,-2.11536,0
"558","2022-11-15 10:00:00",2022,11,12,14,30,2.41,0.198,0.09,1.0131,-5.54108,0.218462,0.145775,121.058,-1.56265,0
"559","2022-11-15 10:30:00",2022,11,12,15,0,2.41,0.198,0.09,1.01808,-8.9604,0.135618,0.146194,84.9083,-0.32927,0
"560","2022-11-15 11:00:00",2022,11,12,15,30,2.41,0.198,0.09,1.13093,-32.3641,0.113954,0.163222,89.8522,-0.236476,1
"561","2022-11-15 12:30:00",2022,11,12,16,0,2.41,0.198,0.09,1.1818,18.5789,0.0396983,NA,112.918,0.289245,1
"562","2022-11-15 13:00:00",2022,11,12,16,30,2.41,0.198,0.09,1.21945,5.16721,0.0533907,0.112999,112.348,2.76575,1
"563","2022-11-15 14:00:00",2022,11,12,17,0,2.41,0.198,0.09,0.607934,1.3703,0.0150415,NA,88.8692,0.512536,1
"564","2022-11-15 15:00:00",2022,11,12,17,30,2.41,0.198,0.09,0.263376,5.48592,0.103505,NA,42.7291,0.878414,1
"565","2022-11-15 15:30:00",2022,11,12,18,0,2.41,0.198,0.09,0.101829,3.13421,0.303755,NA,32.2107,-0.0740947,1
"566","2022-11-15 16:00:00",2022,11,12,18,30,2.41,0.198,0.09,0.270126,1.12843,0.0875412,NA,17.9186,0.209552,1
"567","2022-11-15 16:30:00",2022,11,12,19,0,2.41,0.198,0.09,0.264804,0.602253,0.0549368,NA,352.677,-0.144404,1
"568","2022-11-15 17:00:00",2022,11,12,19,30,2.41,0.198,0.09,0.158736,14.9833,0.00836918,NA,230.838,-0.0872397,1
"569","2022-11-15 17:30:00",2022,11,12,20,0,2.41,0.198,0.09,0.310868,-14.1801,0.0708359,NA,358.954,-0.703782,1
"570","2022-11-15 18:00:00",2022,11,12,20,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.0889229,2
"571","2022-11-15 18:30:00",2022,11,12,21,0,2.41,0.198,0.09,0.138943,1.8074,0.0449386,NA,26.5147,-0.129316,1
"572","2022-11-15 19:00:00",2022,11,12,21,30,2.41,0.198,0.09,0.22485,2.25537,0.0530992,NA,35.1839,-0.38164,1
"573","2022-11-15 19:30:00",2022,11,12,22,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,-7.36279,2
"574","2022-11-15 20:00:00",2022,11,12,22,30,2.41,0.198,0.09,0.126494,-21.2828,0.166926,NA,85.3924,2.64201,1
"575","2022-11-15 20:30:00",2022,11,12,23,0,2.41,0.198,0.09,0.32204,0.372836,0.0481511,NA,359.109,0.529672,1
"576","2022-11-15 21:00:00",2022,11,12,23,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,-0.690099,2
"577","2022-11-15 21:30:00",2022,11,13,0,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,1.65269,2
"578","2022-11-15 22:00:00",2022,11,13,0,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,1.42515,2
"579","2022-11-15 22:30:00",2022,11,13,1,0,2.41,0.198,0.09,0.0353367,0.573291,0.0281536,NA,153.298,0.262807,1
"580","2022-11-15 23:00:00",2022,11,13,1,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.330809,2
"581","2022-11-15 23:30:00",2022,11,13,2,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.216051,2
"582","2022-11-16 00:00:00",2022,11,13,2,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,-1.1105,2
"583","2022-11-16 00:30:00",2022,11,13,3,0,2.41,0.198,0.09,0.086331,-31.8728,0.0837417,NA,59.6237,-0.501526,1
"584","2022-11-16 01:00:00",2022,11,13,3,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.165016,2
"585","2022-11-16 01:30:00",2022,11,13,4,0,2.41,0.198,0.09,0.208094,-2.33522,0.0418132,NA,349.377,-1.01716,1
"586","2022-11-16 02:00:00",2022,11,13,4,30,2.41,0.198,0.09,0.203692,-1.85582,0.0119454,NA,330.608,0.453006,1
"587","2022-11-16 02:30:00",2022,11,13,5,0,2.41,0.198,0.09,0.206427,0.0381104,0.0376205,NA,334.043,4.78989,1
"588","2022-11-16 03:00:00",2022,11,13,5,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.860849,2
"589","2022-11-16 03:30:00",2022,11,13,6,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.236726,2
"590","2022-11-16 04:00:00",2022,11,13,6,30,2.41,0.198,0.09,0.351529,3.38234,0.0638438,NA,345.495,3.09708,1
"591","2022-11-16 04:30:00",2022,11,13,7,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,-2.02194,2
"592","2022-11-16 05:00:00",2022,11,13,7,30,2.41,0.198,0.09,0.223659,1.03503,0.0231924,NA,36.6713,1.35094,1
"593","2022-11-16 05:30:00",2022,11,13,8,0,2.41,0.198,0.09,0.215063,3.12991,0.00582784,NA,17.7401,-0.405058,1
"594","2022-11-16 06:00:00",2022,11,13,8,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.0376618,2
"595","2022-11-16 06:30:00",2022,11,13,9,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.273431,2
"596","2022-11-16 07:00:00",2022,11,13,9,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.664043,2
"597","2022-11-16 07:30:00",2022,11,13,10,0,2.41,0.198,0.09,0.830645,-234.15,0.0553472,0.157191,39.0848,10.793,1
"598","2022-11-16 08:00:00",2022,11,13,10,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,-1.80194,2
"599","2022-11-16 08:30:00",2022,11,13,11,0,2.41,0.198,0.09,1.28626,-21.7793,0.26502,0.223208,65.7294,3.97806,1
"600","2022-11-16 09:00:00",2022,11,13,11,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.142322,2
"601","2022-11-16 09:30:00",2022,11,13,12,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.0920621,2
"602","2022-11-16 10:30:00",2022,11,13,12,30,2.41,0.198,0.09,1.07065,-3.72907,0.260166,0.156151,78.093,-1.68983,1
"603","2022-11-16 11:00:00",2022,11,13,13,0,2.41,0.198,0.09,0.998425,-5.33567,0.232285,0.177631,84.5015,-1.60998,0
"604","2022-11-16 12:00:00",2022,11,13,13,30,2.41,0.198,0.09,1.13099,-9.37145,0.232961,0.183803,72.3978,-0.401581,0
"605","2022-11-16 12:30:00",2022,11,13,14,0,2.41,0.198,0.09,1.2009,-13.8645,0.359113,0.199394,69.6166,-0.609365,0
"606","2022-11-16 13:00:00",2022,11,13,14,30,2.41,0.198,0.09,1.31564,-29.4898,0.256538,0.228402,46.1329,-1.03963,0
"607","2022-11-16 13:30:00",2022,11,13,15,0,2.41,0.198,0.09,1.6006,-82.0753,0.309152,0.272651,49.6849,-0.289651,0
"608","2022-11-16 14:30:00",2022,11,13,15,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,-0.158024,2
"609","2022-11-16 15:00:00",2022,11,13,16,0,2.41,0.198,0.09,1.35252,72.3164,0.161928,0.223436,47.8939,0.657833,1
"610","2022-11-16 15:30:00",2022,11,13,16,30,2.41,0.198,0.09,1.12065,17.5299,0.101025,0.161802,50.457,0.720693,1
"611","2022-11-16 18:00:00",2022,11,13,17,0,2.41,0.198,0.09,0.888976,9.15563,0.0529132,0.110116,49.9272,0.638033,0
"612","2022-11-16 18:30:00",2022,11,13,17,30,2.41,0.198,0.09,1.23573,9.38974,0.0682623,0.137803,39.7598,1.43367,1
"613","2022-11-16 19:00:00",2022,11,13,18,0,2.41,0.198,0.09,1.31227,18.1899,0.157441,0.197728,50.1111,2.09668,0
"614","2022-11-16 19:30:00",2022,11,13,18,30,2.41,0.198,0.09,1.44237,23.5647,0.176402,0.225291,64.955,1.96842,0
"615","2022-11-16 20:00:00",2022,11,13,19,0,2.41,0.198,0.09,1.37847,25.4613,0.184876,0.227014,62.4082,1.49946,0
"616","2022-11-16 20:30:00",2022,11,13,19,30,2.41,0.198,0.09,1.24786,19.9271,0.138855,0.181837,63.1301,0.647593,1
"617","2022-11-16 21:00:00",2022,11,13,20,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.395073,2
"618","2022-11-16 21:30:00",2022,11,13,20,30,2.41,0.198,0.09,1.30984,23.8506,0.165188,0.219848,54.9772,1.87918,0
"619","2022-11-16 22:00:00",2022,11,13,21,0,2.41,0.198,0.09,1.58148,44.7274,0.284273,0.272853,61.5587,2.10435,0
"620","2022-11-16 22:30:00",2022,11,13,21,30,2.41,0.198,0.09,1.75339,47.4788,0.333373,0.289786,70.3159,1.97208,0
"621","2022-11-16 23:00:00",2022,11,13,22,0,2.41,0.198,0.09,1.25748,24.7972,0.169026,0.202556,59.7692,1.34581,0
"622","2022-11-16 23:30:00",2022,11,13,22,30,2.41,0.198,0.09,1.33579,17.4267,0.156695,0.18829,74.8036,1.35587,0
"623","2022-11-17 00:00:00",2022,11,13,23,0,2.41,0.198,0.09,1.20544,17.6839,0.114763,0.166763,76.1734,1.2756,0
"624","2022-11-17 00:30:00",2022,11,13,23,30,2.41,0.198,0.09,1.47629,32.7908,0.230694,0.230887,65.9883,1.93944,0
"625","2022-11-17 01:00:00",2022,11,14,0,0,2.41,0.198,0.09,1.22515,20.7833,0.145742,0.184984,73.5019,1.22024,0
"626","2022-11-17 01:30:00",2022,11,14,0,30,2.41,0.198,0.09,1.22575,18.4282,0.146472,0.173933,72.2352,1.41644,0
"627","2022-11-17 02:00:00",2022,11,14,1,0,2.41,0.198,0.09,1.06681,10.6833,0.0886204,0.124022,78.8377,0.970283,0
"628","2022-11-17 02:30:00",2022,11,14,1,30,2.41,0.198,0.09,0.880112,11.3588,0.0695336,0.135762,72.5428,1.24817,0
"629","2022-11-17 03:00:00",2022,11,14,2,0,2.41,0.198,0.09,0.716666,8.55824,0.0583309,0.112389,68.4586,1.23654,0
"630","2022-11-17 03:30:00",2022,11,14,2,30,2.41,0.198,0.09,0.943316,12.887,0.0745864,0.138683,74.9836,1.16547,0
"631","2022-11-17 04:00:00",2022,11,14,3,0,2.41,0.198,0.09,0.72249,6.43607,0.0233226,NA,76.022,0.517367,0
"632","2022-11-17 04:30:00",2022,11,14,3,30,2.41,0.198,0.09,0.736877,3.95003,0.0511361,NA,85.7593,0.482364,1
"633","2022-11-17 05:00:00",2022,11,14,4,0,2.41,0.198,0.09,0.928256,7.75031,0.0453449,0.109137,78.72,1.3678,0
"634","2022-11-17 05:30:00",2022,11,14,4,30,2.41,0.198,0.09,0.775315,8.70193,0.0404691,0.105563,70.6246,1.12062,0
"635","2022-11-17 06:00:00",2022,11,14,5,0,2.41,0.198,0.09,0.637229,7.32215,0.0329519,NA,73.9448,0.358535,0
"636","2022-11-17 06:30:00",2022,11,14,5,30,2.41,0.198,0.09,0.628543,8.51895,0.0521807,NA,70.468,1.20711,0
"637","2022-11-17 07:00:00",2022,11,14,6,0,2.41,0.198,0.09,0.699047,3.5153,0.0553878,NA,79.7039,1.09978,1
"638","2022-11-17 07:30:00",2022,11,14,6,30,2.41,0.198,0.09,0.677249,7.03871,0.0431272,NA,66.3452,1.38142,0
"639","2022-11-17 08:00:00",2022,11,14,7,0,2.41,0.198,0.09,0.603536,5.22301,0.0369768,NA,82.5664,0.697187,0
"640","2022-11-17 08:30:00",2022,11,14,7,30,2.41,0.198,0.09,0.551382,1.67481,0.0270021,NA,96.8738,0.514902,0
"641","2022-11-18 15:00:00",2022,11,14,8,0,2.41,0.198,0.09,0.501707,3.85784,0.0279781,NA,79.9428,0.13788,1
"642","2022-11-18 15:30:00",2022,11,14,8,30,2.41,0.198,0.09,0.603372,2.90188,0.0283149,NA,79.5345,1.47529,0
"643","2022-11-18 16:00:00",2022,11,14,9,0,2.41,0.198,0.09,0.656596,7.35546,0.0686179,NA,67.8212,1.83279,0
"644","2022-11-18 16:30:00",2022,11,14,9,30,2.41,0.198,0.09,0.954714,36.2635,0.129094,0.146824,76.1589,2.44948,0
"645","2022-11-18 17:00:00",2022,11,14,10,0,2.41,0.198,0.09,1.23916,-21.2962,0.194924,0.160431,93.5115,0.363746,0
"646","2022-11-18 17:30:00",2022,11,14,10,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,-0.312589,2
"647","2022-11-18 18:00:00",2022,11,14,11,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.109313,2
"648","2022-11-18 18:30:00",2022,11,14,11,30,2.41,0.198,0.09,1.87058,-15.5963,0.489743,0.216783,102.37,-0.769922,0
"649","2022-11-18 19:00:00",2022,11,14,12,0,2.41,0.198,0.09,1.58653,-12.0049,0.306751,0.224974,86.849,-0.728118,0
"650","2022-11-18 19:30:00",2022,11,14,12,30,2.41,0.198,0.09,1.87919,-17.065,0.383944,0.255887,116.277,-0.979742,0
"651","2022-11-18 20:00:00",2022,11,14,13,0,2.41,0.198,0.09,2.16099,-37.9704,0.950967,0.34332,122.302,-1.2098,0
"652","2022-11-18 20:30:00",2022,11,14,13,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.424277,2
"653","2022-11-18 21:00:00",2022,11,14,14,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,2.08294,2
"654","2022-11-18 21:30:00",2022,11,14,14,30,2.41,0.198,0.09,2.19544,-52.1557,0.75291,0.285767,134.399,-0.833731,1
"655","2022-11-18 22:00:00",2022,11,14,15,0,2.41,0.198,0.09,2.16281,-152.536,0.467798,0.265455,139.366,-0.342398,0
"656","2022-11-18 22:30:00",2022,11,14,15,30,2.41,0.198,0.09,2.18725,118.589,0.558559,0.268946,145.509,0.353023,1
"657","2022-11-18 23:00:00",2022,11,14,16,0,2.41,0.198,0.09,1.43428,178.371,0.302627,0.207411,138.698,1.04033,0
"658","2022-11-18 23:30:00",2022,11,14,16,30,2.41,0.198,0.09,1.56117,59.5883,0.165731,0.213704,111.533,1.37045,0
"659","2022-11-19 00:00:00",2022,11,14,17,0,2.41,0.198,0.09,0.853939,17.1836,0.115633,0.119479,106.612,1.02371,0
"660","2022-11-19 00:30:00",2022,11,14,17,30,2.41,0.198,0.09,0.712969,11.9486,0.145724,NA,121.439,0.97647,0
"661","2022-11-19 01:00:00",2022,11,14,18,0,2.41,0.198,0.09,0.535629,16.4859,0.116909,0.108458,130.218,1.40333,0
"662","2022-11-19 01:30:00",2022,11,14,18,30,2.41,0.198,0.09,0.271765,-18.1195,0.0566954,NA,148.682,-0.468512,1
"663","2022-11-19 02:00:00",2022,11,14,19,0,2.41,0.198,0.09,1.38724,69.0373,0.432441,0.214249,150.28,2.48866,0
"664","2022-11-19 02:30:00",2022,11,14,19,30,2.41,0.198,0.09,1.69284,47.0321,0.184511,0.191777,152.118,1.31068,0
"665","2022-11-19 03:00:00",2022,11,14,20,0,2.41,0.198,0.09,1.1079,20.6931,0.0663335,0.123016,150.91,1.21926,0
"666","2022-11-19 03:30:00",2022,11,14,20,30,2.41,0.198,0.09,0.791412,19.2512,0.0694948,0.10548,165.454,0.942484,0
"667","2022-11-19 04:00:00",2022,11,14,21,0,2.41,0.198,0.09,1.27146,24.5641,0.124586,0.146565,151.419,2.00726,0
"668","2022-11-19 04:30:00",2022,11,14,21,30,2.41,0.198,0.09,1.24122,51.1816,0.139811,0.187273,173.016,1.32685,0
"669","2022-11-19 05:00:00",2022,11,14,22,0,2.41,0.198,0.09,1.52329,36.8743,0.171415,0.176693,180.88,0.770089,1
"670","2022-11-19 05:30:00",2022,11,14,22,30,2.41,0.198,0.09,1.58183,26.2387,0.176761,0.19087,181.523,1.39329,0
"671","2022-11-19 06:00:00",2022,11,14,23,0,2.41,0.198,0.09,1.29024,8.64387,0.0950796,0.134565,170.515,1.65145,0
"672","2022-11-19 06:30:00",2022,11,14,23,30,2.41,0.198,0.09,1.2249,10.5026,0.0727247,0.129629,161.725,1.55257,0
"673","2022-11-19 07:00:00",2022,11,15,0,0,2.41,0.198,0.09,1.15028,16.7195,0.117727,0.139567,165.265,2.09311,0
"674","2022-11-19 07:30:00",2022,11,15,0,30,2.41,0.198,0.09,1.29505,35.5407,0.125378,0.159148,160.484,2.03214,0
"675","2022-11-19 08:00:00",2022,11,15,1,0,2.41,0.198,0.09,1.37647,30.7995,0.190961,0.166721,164.337,2.03357,0
"676","2022-11-19 08:30:00",2022,11,15,1,30,2.41,0.198,0.09,1.57282,33.4833,0.241106,0.194622,174.519,3.07296,0
"677","2022-11-19 09:00:00",2022,11,15,2,0,2.41,0.198,0.09,1.23412,37.3427,0.11914,0.166925,178.967,1.78567,0
"678","2022-11-19 09:30:00",2022,11,15,2,30,2.41,0.198,0.09,1.4837,64.4363,0.172232,0.213869,174.901,2.22261,0
"679","2022-11-19 10:00:00",2022,11,15,3,0,2.41,0.198,0.09,1.36984,50.1383,0.168405,0.183051,172.976,1.83298,0
"680","2022-11-19 10:30:00",2022,11,15,3,30,2.41,0.198,0.09,1.98752,83.2264,0.331027,0.258561,177.134,2.80253,0
"681","2022-11-19 11:00:00",2022,11,15,4,0,2.41,0.198,0.09,1.78607,52.3406,0.274173,0.215761,184.86,1.93833,0
"682","2022-11-19 11:30:00",2022,11,15,4,30,2.41,0.198,0.09,1.41972,34.4902,0.156342,0.160571,180.334,1.64017,0
"683","2022-11-19 13:00:00",2022,11,15,5,0,2.41,0.198,0.09,1.6832,48.1049,0.230283,0.200677,171.378,2.10487,0
"684","2022-11-19 14:30:00",2022,11,15,5,30,2.41,0.198,0.09,1.88432,45.0643,0.258759,0.217304,176.86,2.49632,0
"685","2022-11-19 16:00:00",2022,11,15,6,0,2.41,0.198,0.09,1.77028,56.3038,0.213316,0.229556,173.707,2.24094,0
"686","2022-11-19 16:30:00",2022,11,15,6,30,2.41,0.198,0.09,2.0232,57.1684,0.433261,0.245447,180.726,2.47712,0
"687","2022-11-19 17:00:00",2022,11,15,7,0,2.41,0.198,0.09,1.93113,70.6653,0.356952,0.221673,181.032,2.39964,0
"688","2022-11-19 20:00:00",2022,11,15,7,30,2.41,0.198,0.09,1.69407,145.589,0.288887,0.219879,167.06,2.18266,0
"689","2022-11-19 22:00:00",2022,11,15,8,0,2.41,0.198,0.09,1.46614,93.9246,0.133005,0.166234,155.851,1.84575,0
"690","2022-11-20 09:30:00",2022,11,15,8,30,2.41,0.198,0.09,1.48435,128.208,0.167053,0.186991,156.858,1.93614,0
"691","2022-11-20 11:30:00",2022,11,15,9,0,2.41,0.198,0.09,1.40856,98.5894,0.130328,0.187036,151.91,2.61611,0
"692","2022-11-20 12:00:00",2022,11,15,9,30,2.41,0.198,0.09,1.64616,185.297,0.234936,0.234745,154.279,2.33729,0
"693","2022-11-20 13:00:00",2022,11,15,10,0,2.41,0.198,0.09,1.91277,136.661,0.437347,0.216749,167.657,3.11982,1
"694","2022-11-20 13:30:00",2022,11,15,10,30,2.41,0.198,0.09,2.84833,550.2,0.962834,0.399129,185.384,1.57855,0
"695","2022-11-20 14:00:00",2022,11,15,11,0,2.41,0.198,0.09,3.0911,355.084,1.36493,0.375384,196.513,1.53142,0
"696","2022-11-20 14:30:00",2022,11,15,11,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,-0.143061,2
"697","2022-11-20 15:00:00",2022,11,15,12,0,2.41,0.198,0.09,NA,NA,NA,NA,NA,0.339778,2
"698","2022-11-20 15:30:00",2022,11,15,12,30,2.41,0.198,0.09,2.57988,-44.9541,1.14407,0.321646,188.545,-0.866051,1
"699","2022-11-20 16:00:00",2022,11,15,13,0,2.41,0.198,0.09,2.80888,-85.0716,1.0374,0.338781,193.215,-1.43616,0
"700","2022-11-20 16:30:00",2022,11,15,13,30,2.41,0.198,0.09,NA,NA,NA,NA,NA,-0.201761,2
"701","2022-11-20 17:00:00",2022,11,15,14,0,2.41,0.198,0.09,2.95907,-247.359,1.07148,0.412502,179.851,-0.779551,1
